Accident_ID,Date,Time,State,District,Latitude,Longitude,Road_Type,Weather,Light_Condition,Driver_Age,Driver_Gender,Vehicle_Type,Speed_kmph,Alcohol_Involved,Driver_Drowsy,Pothole_Involved,Cause_of_Accident,Severity,Casualties
ACC29998,22-01-2023,20:09,Kerala,Kozhikode,10.1947,76.128,National Highway,Rainy,Night,28,Male,Auto,84,No,No,Yes,Poor Weather Visibility,High,7.0
ACC29999,13-01-2022,04:17,Tamil Nadu,Chennai,10.6848,79.1575,Expressway,Clear,Night,30,Male,Car,91,Yes,No,No,Over Speeding,High,8.0
ACC30000,13-07-2022,23:34,Telangana,Karimnagar,17.6139,78.504,National Highway,Rainy,Night,22,Male,Bus,69,No,No,No,Poor Weather Visibility,High,3.0
ACC30001,22-05-2023,17:54,Tamil Nadu,Madurai,10.442,78.5238,State Highway,Cloudy,Dusk,54,Male,Bike,67,No,No,No,Poor Weather Visibility,Medium,2.0
ACC30002,21-06-2022,21:13,Telangana,Hyderabad,17.9108,79.2259,City Road,Rainy,Night,18,Male,Truck,31,Yes,No,No,Poor Weather Visibility,Low,3.0
ACC30003,26-01-2022,19:42,Andhra Pradesh,Nellore,15.7621,79.2683,City Road,Clear,Night,48,Male,Bike,65,Yes,Yes,Yes,Drunk Driving,High,6.0
ACC30004,12-09-2024,09:01,Telangana,Warangal,18.2614,78.8387,City Road,Clear,Day,43,Male,Bike,43,No,No,Yes,Pothole/Bad Road,Low,
ACC30005,25-04-2024,17:14,Tamil Nadu,Coimbatore,11.5541,78.7359,Village Road,Clear,Dusk,33,Male,Truck,49,No,Yes,No,Drowsy Driving,Medium,2.0
ACC30006,28-05-2022,11:00,Telangana,Warangal,17.6356,79.1117,National Highway,Rainy,Day,27,Male,Car,85,No,No,No,Poor Weather Visibility,High,4.0
ACC30007,30-03-2024,04:07,Karnataka,Belagavi,15.7493,75.8839,National Highway,Cloudy,Night,32,Female,Truck,66,No,Yes,No,Drowsy Driving,High,6.0
ACC30008,20-05-2023,07:40,Telangana,Nizamabad,17.4831,79.0556,State Highway,Cloudy,Day,20,Female,Bike,74,No,No,No,Over Speeding,Medium,0.0
ACC30009,07-06-2023,18:37,Andhra Pradesh,Nellore,15.902,79.648,Expressway,Rainy,Dusk,52,Male,Car,81,No,No,Yes,Poor Weather Visibility,Medium,1.0
ACC30010,28-07-2024,14:51,Puducherry,Puducherry,11.9812,79.7283,City Road,Overcast,Day,24,Male,Bike,62,No,No,No,Signal Jumping,Low,1.0
ACC30011,01-06-2022,08:30,Telangana,Hyderabad,18.0222,78.868,City Road,Clear,Day,53,Female,Bike,39,No,No,No,Signal Jumping,Low,1.0
ACC30012,21-10-2024,15:05,Tamil Nadu,Chennai,11.723,78.7649,City Road,Clear,Day,45,Male,Bike,35,No,No,No,Signal Jumping,Low,0.0
ACC30013,19-05-2022,06:44,Kerala,Ernakulam,10.4263,76.278,National Highway,Clear,Day,18,Male,Car,73,Yes,No,No,Drunk Driving,Medium,2.0
ACC30014,01-11-2024,16:33,Kerala,Thrissur,10.4619,76.2009,National Highway,Clear,Day,49,Male,Bike,72,No,No,No,Over Speeding,Medium,4.0
ACC30015,04-02-2024,21:34,Puducherry,Puducherry,11.4356,81.2499,State Highway,Clear,Night,31,Male,Truck,67,No,No,No,Over Speeding,Medium,2.0
ACC30016,19-04-2022,18:17,Telangana,Nizamabad,18.3483,78.9689,Village Road,Cloudy,Dusk,18,Male,Bike,27,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC30017,18-10-2024,15:34,Kerala,Kollam,10.342,76.7054,City Road,Cloudy,Day,18,Male,Bike,45,No,No,No,Poor Weather Visibility,Low,1.0
ACC30018,30-05-2023,01:21,Telangana,Khammam,17.9943,78.8223,State Highway,Clear,Night,38,Male,Bike,68,No,No,No,Over Speeding,Medium,5.0
ACC30019,20-09-2022,20:56,Telangana,Khammam,18.3255,79.2622,Village Road,Cloudy,Night,38,Female,Car,52,No,Yes,No,Drowsy Driving,Medium,6.0
ACC30020,04-02-2023,15:16,Telangana,Nizamabad,17.5234,78.6317,City Road,Clear,Day,46,Male,Car,57,Yes,No,No,Drunk Driving,Low,0.0
ACC30021,17-10-2023,12:14,Tamil Nadu,Madurai,10.7446,78.3066,National Highway,Foggy,Day,45,Male,Bike,54,No,No,No,Poor Weather Visibility,High,6.0
ACC30022,14-09-2022,15:33,Tamil Nadu,Coimbatore,10.8147,78.1663,City Road,Cloudy,Day,29,Male,Car,49,No,No,No,Poor Weather Visibility,Low,0.0
ACC30023,12-06-2024,16:16,Karnataka,Mangaluru,15.0228,75.6942,State Highway,Overcast,Day,31,Male,Bike,50,No,No,No,Signal Jumping,Low,0.0
ACC30024,03-11-2023,09:14,Kerala,Thrissur,10.7937,76.5602,State Highway,Clear,Day,48,Female,Auto,72,No,No,No,Over Speeding,Medium,3.0
ACC30025,28-09-2022,08:23,Kerala,Ernakulam,10.4555,76.2165,City Road,Rainy,Day,25,Male,Car,42,No,No,Yes,Poor Weather Visibility,Low,1.0
ACC30026,21-11-2023,12:29,Karnataka,Mysuru,15.3055,75.8004,State Highway,Clear,Day,45,Male,Truck,36,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC30027,26-06-2023,10:09,Karnataka,Belagavi,14.9984,75.2505,National Highway,Clear,Day,53,Male,Auto,84,Yes,No,No,Drunk Driving,High,4.0
ACC30028,25-09-2024,19:47,Kerala,Kozhikode,10.5939,76.5104,City Road,Clear,Night,55,Male,Car,37,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC30029,28-04-2023,09:54,Tamil Nadu,Tiruchirappalli,10.7234,79.0328,City Road,Rainy,Day,36,Male,Auto,54,No,No,No,Poor Weather Visibility,Low,0.0
ACC30030,05-04-2023,20:06,Kerala,Thrissur,10.0994,76.2085,National Highway,Cloudy,Night,62,Male,Bike,50,No,No,No,Signal Jumping,Medium,2.0
ACC30031,18-03-2024,17:11,Karnataka,Belagavi,14.5278,76.4347,City Road,Rainy,Dusk,36,Male,Bike,53,No,No,Yes,Poor Weather Visibility,Medium,4.0
ACC30032,20-10-2022,10:29,Tamil Nadu,Madurai,10.6547,78.4188,State Highway,Rainy,Day,32,Male,Auto,85,No,No,Yes,Poor Weather Visibility,High,1.0
ACC30033,09-01-2023,22:57,Tamil Nadu,Tiruchirappalli,11.4194,78.7457,Expressway,Cloudy,Night,38,Male,Bike,75,No,No,No,Over Speeding,Medium,1.0
ACC30034,23-06-2024,07:06,Tamil Nadu,Tiruchirappalli,11.5529,79.0838,Village Road,Clear,Day,35,Male,Bike,47,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC30035,27-01-2023,14:18,Tamil Nadu,Tiruchirappalli,10.5918,79.041,National Highway,Clear,Day,41,Male,Auto,60,No,No,No,Signal Jumping,Low,0.0
ACC30036,09-11-2022,15:26,Karnataka,Mysuru,15.8244,75.5902,National Highway,Clear,Day,34,Male,Car,81,No,No,Yes,Over Speeding,High,8.0
ACC30037,09-07-2023,00:25,Andhra Pradesh,Guntur,16.2161,79.6241,National Highway,Clear,Night,42,Male,Truck,88,No,No,No,Over Speeding,High,5.0
ACC30038,25-02-2024,09:50,Andhra Pradesh,Nellore,16.0605,79.9301,State Highway,Cloudy,Day,18,Male,Car,59,No,No,No,Poor Weather Visibility,Low,0.0
ACC30039,20-02-2022,09:52,Andhra Pradesh,Vijayawada,15.4561,80.2734,National Highway,Rainy,Day,22,Male,Auto,75,Yes,No,Yes,Poor Weather Visibility,High,6.0
ACC30040,27-10-2023,19:09,Kerala,Ernakulam,11.3235,76.213,City Road,Overcast,Night,37,Male,Car,40,No,No,No,Poor Weather Visibility,Low,0.0
ACC30041,30-03-2023,00:37,Karnataka,Belagavi,14.9869,76.0197,Expressway,Cloudy,Night,39,Male,Car,83,No,No,No,Over Speeding,High,6.0
ACC30042,03-08-2023,20:41,Telangana,Khammam,17.2177,78.0499,Expressway,Rainy,Night,36,Female,Bike,91,Yes,Yes,Yes,Over Speeding,High,4.0
ACC30043,18-05-2022,15:35,Telangana,Karimnagar,18.2664,78.6024,Village Road,Rainy,Day,46,Male,Car,41,No,Yes,No,Poor Weather Visibility,Low,1.0
ACC30044,29-08-2024,00:02,Tamil Nadu,Salem,11.1517,78.9338,Village Road,Rainy,Night,27,Male,Bike,46,No,No,Yes,Poor Weather Visibility,Medium,5.0
ACC30045,19-10-2024,22:24,Kerala,Kozhikode,10.0198,76.8172,City Road,Clear,Night,35,Male,Car,67,No,Yes,Yes,Drowsy Driving,High,5.0
ACC30046,21-03-2024,09:40,Karnataka,Mangaluru,15.1383,75.4807,City Road,Clear,Day,32,Male,Bike,42,No,No,No,Signal Jumping,Low,2.0
ACC30047,27-02-2024,18:26,Puducherry,Karaikal,11.7951,79.3516,City Road,Cloudy,Dusk,35,Male,Car,70,Yes,No,Yes,Drunk Driving,High,2.0
ACC30048,23-12-2023,06:19,Andhra Pradesh,Nellore,15.7126,79.3151,City Road,Clear,Day,47,Male,Car,51,Yes,No,Yes,Drunk Driving,Low,4.0
ACC30049,13-12-2023,16:08,Kerala,Kozhikode,9.8008,75.7442,City Road,Rainy,Day,43,Male,Car,55,No,No,No,Poor Weather Visibility,Low,1.0
ACC30050,21-11-2024,08:04,Tamil Nadu,Coimbatore,11.3307,78.9974,State Highway,Clear,Day,47,Male,Bike,69,No,No,No,Over Speeding,Medium,1.0
ACC30051,06-11-2022,04:21,Puducherry,Karaikal,11.8857,79.6842,National Highway,Clear,Night,47,Female,Car,60,No,No,No,Over Speeding,Low,1.0
ACC30052,16-12-2024,08:51,Tamil Nadu,Tiruchirappalli,10.8404,78.4792,National Highway,Cloudy,Day,55,Male,Bike,59,No,No,No,Signal Jumping,Medium,0.0
ACC30053,29-10-2024,08:55,Kerala,Kollam,10.5476,76.3514,City Road,Rainy,Day,51,Male,Bike,44,No,No,No,Poor Weather Visibility,Medium,3.0
ACC30054,14-08-2023,16:44,Tamil Nadu,Madurai,11.3608,78.6617,Expressway,Clear,Day,30,Male,Bike,108,Yes,No,No,Over Speeding,High,5.0
ACC30055,25-11-2024,20:35,Tamil Nadu,Tiruchirappalli,11.6393,78.5023,National Highway,Rainy,Night,27,Male,Car,58,No,No,No,Poor Weather Visibility,Medium,2.0
ACC30056,03-09-2024,09:04,Tamil Nadu,Tiruchirappalli,10.2003,78.8058,National Highway,Clear,Day,68,Male,Bike,67,No,No,No,Signal Jumping,Medium,1.0
ACC30057,17-11-2023,10:17,Telangana,Hyderabad,18.3383,78.5584,City Road,Clear,Day,54,Male,Car,45,No,No,No,Poor Weather Visibility,Low,1.0
ACC30058,09-09-2023,11:49,Andhra Pradesh,Guntur,15.9196,79.6521,National Highway,Clear,Day,46,Male,Auto,76,No,No,No,Over Speeding,Medium,5.0
ACC30059,15-03-2022,08:31,Andhra Pradesh,Kurnool,16.595,79.1643,Expressway,Clear,Day,32,Male,Bike,84,No,No,No,Over Speeding,High,3.0
ACC30060,23-09-2023,18:20,Tamil Nadu,Tiruchirappalli,10.8527,78.7023,City Road,Rainy,Dusk,34,Male,Bike,35,Yes,No,No,Poor Weather Visibility,Low,0.0
ACC30061,12-07-2024,09:40,Andhra Pradesh,Vijayawada,15.6176,80.854,Village Road,Clear,Day,25,Male,Car,55,No,No,Yes,Pothole/Bad Road,Low,
ACC30062,26-09-2023,21:05,Kerala,Thrissur,10.4481,76.0123,National Highway,Cloudy,Night,18,Male,Bus,89,Yes,No,No,Over Speeding,High,3.0
ACC30063,08-01-2022,04:39,Telangana,Nizamabad,18.4918,78.5201,National Highway,Clear,Night,42,Female,Car,53,Yes,No,No,Drunk Driving,High,8.0
ACC30064,08-12-2023,12:53,Andhra Pradesh,Vijayawada,16.4886,79.8974,National Highway,Clear,Day,42,Male,Auto,57,No,No,No,Poor Weather Visibility,Low,0.0
ACC30065,07-02-2022,19:56,Kerala,Thiruvananthapuram,10.3584,76.3424,Village Road,Clear,Night,41,Female,Auto,57,No,No,Yes,Pothole/Bad Road,Medium,0.0
ACC30066,29-03-2024,13:33,Tamil Nadu,Coimbatore,10.62,78.4306,City Road,Cloudy,Day,48,Male,Auto,48,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC30067,21-05-2022,12:03,Karnataka,Mysuru,16.1558,75.9432,City Road,Foggy,Day,23,Female,Truck,55,No,No,Yes,Poor Weather Visibility,Medium,1.0
ACC30068,18-07-2024,12:01,Karnataka,Mysuru,14.9482,76.1702,National Highway,Rainy,Day,46,Male,Car,56,No,No,No,Poor Weather Visibility,Low,0.0
ACC30069,18-01-2024,12:00,Telangana,Karimnagar,18.1124,78.0988,Village Road,Foggy,Day,36,Female,Bike,51,No,Yes,No,Poor Weather Visibility,Medium,2.0
ACC30070,09-11-2023,18:02,Karnataka,Mangaluru,15.5428,75.4602,State Highway,Overcast,Dusk,18,Male,Truck,53,No,No,No,Poor Weather Visibility,Low,0.0
ACC30071,10-10-2024,10:58,Telangana,Khammam,17.3153,78.8513,City Road,Cloudy,Day,18,Male,Truck,51,Yes,Yes,No,Drunk Driving,Medium,4.0
ACC30072,06-12-2024,17:24,Andhra Pradesh,Nellore,15.6415,79.9106,City Road,Clear,Dusk,46,Male,Bike,47,No,No,No,Poor Weather Visibility,Low,0.0
ACC30073,25-07-2023,17:57,Tamil Nadu,Madurai,11.1919,78.5302,City Road,Clear,Dusk,27,Female,Bike,62,No,No,Yes,Pothole/Bad Road,Medium,1.0
ACC30074,20-08-2024,13:48,Tamil Nadu,Tiruchirappalli,10.8873,78.3108,Village Road,Clear,Day,26,Male,Car,26,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC30075,26-01-2024,15:12,Andhra Pradesh,Nellore,15.2439,79.433,City Road,Clear,Day,36,Male,Truck,56,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC30076,25-06-2023,18:49,Karnataka,Belagavi,15.3029,75.9599,National Highway,Cloudy,Dusk,41,Male,Car,71,No,No,No,Poor Weather Visibility,Medium,8.0
ACC30077,07-03-2024,18:05,Andhra Pradesh,Kurnool,15.9871,79.538,State Highway,Rainy,Dusk,28,Male,Car,67,No,No,Yes,Poor Weather Visibility,High,7.0
ACC30078,08-04-2024,03:55,Tamil Nadu,Tiruchirappalli,11.113,78.4737,State Highway,Clear,Night,30,Male,Auto,51,No,No,No,Signal Jumping,Medium,3.0
ACC30079,24-06-2024,00:53,Andhra Pradesh,Guntur,15.7774,80.0964,Village Road,Clear,Night,29,Male,Car,49,Yes,No,No,Drunk Driving,Medium,2.0
ACC30080,07-05-2023,09:33,Tamil Nadu,Salem,11.1086,78.5894,Village Road,Rainy,Day,18,Male,Bike,31,No,No,Yes,Poor Weather Visibility,Low,0.0
ACC30081,24-03-2022,03:38,Tamil Nadu,Madurai,11.1528,78.6218,State Highway,Clear,Night,39,Male,Car,62,No,No,No,Signal Jumping,Low,2.0
ACC30082,01-07-2022,16:12,Telangana,Karimnagar,17.662,79.7254,City Road,Clear,Day,47,Male,Car,34,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC30083,29-09-2023,09:23,Telangana,Hyderabad,18.1147,79.2418,City Road,Clear,Day,22,Male,Bike,56,No,No,No,Signal Jumping,Low,1.0
ACC30084,11-09-2022,21:58,Kerala,Kozhikode,10.4572,76.6456,Expressway,Clear,Night,54,Male,Auto,64,No,Yes,No,Drowsy Driving,Medium,5.0
ACC30085,02-02-2022,16:16,Puducherry,Karaikal,12.2574,79.6643,City Road,Clear,Day,27,Female,Auto,56,No,No,No,Signal Jumping,Low,0.0
ACC30086,19-10-2023,20:03,Puducherry,Puducherry,11.4371,79.7811,Expressway,Clear,Night,41,Male,Car,88,No,No,No,Over Speeding,Medium,4.0
ACC30087,08-09-2024,22:03,Andhra Pradesh,Vijayawada,15.785,78.6025,City Road,Clear,Night,44,Female,Auto,56,Yes,No,No,Drunk Driving,Medium,2.0
ACC30088,02-03-2022,15:35,Andhra Pradesh,Nellore,16.0232,79.832,National Highway,Clear,Day,42,Male,Car,66,No,No,No,Over Speeding,Low,0.0
ACC30089,18-03-2023,15:44,Andhra Pradesh,Kurnool,16.5028,80.1239,National Highway,Clear,Day,18,Male,Truck,58,No,No,No,Poor Weather Visibility,Low,1.0
ACC30090,19-12-2023,06:06,Andhra Pradesh,Vijayawada,15.8327,79.5391,Village Road,Rainy,Day,51,Male,Car,43,No,No,No,Poor Weather Visibility,Low,0.0
ACC30091,04-10-2022,17:51,Tamil Nadu,Chennai,11.3252,78.2711,State Highway,Clear,Dusk,42,Male,Bike,53,No,No,No,Signal Jumping,Low,1.0
ACC30092,17-06-2024,16:38,Telangana,Karimnagar,17.5345,78.9391,Village Road,Overcast,Day,64,Male,Bike,41,No,No,No,Poor Weather Visibility,Low,2.0
ACC30093,09-12-2023,21:47,Andhra Pradesh,Visakhapatnam,16.4262,79.0836,National Highway,Clear,Night,18,Male,Bike,61,No,No,No,Signal Jumping,Medium,3.0
ACC30094,12-04-2022,06:22,Karnataka,Mysuru,15.5234,75.1627,State Highway,Clear,Day,41,Male,Car,43,No,No,No,Signal Jumping,Low,0.0
ACC30095,25-07-2024,14:49,Telangana,Hyderabad,18.0304,79.4704,City Road,Cloudy,Day,39,Male,Car,56,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC30096,24-01-2024,22:30,Andhra Pradesh,Nellore,15.8346,79.9264,National Highway,Rainy,Night,33,Female,Bike,82,No,Yes,No,Poor Weather Visibility,High,6.0
ACC30097,09-11-2022,04:25,Tamil Nadu,Coimbatore,10.9889,78.7134,National Highway,Clear,Night,56,Male,Car,100,Yes,Yes,No,Over Speeding,High,5.0
ACC30098,24-05-2023,19:13,Tamil Nadu,Chennai,11.4811,78.1405,City Road,Cloudy,Night,53,Male,Auto,36,No,No,No,Poor Weather Visibility,Low,1.0
ACC30099,01-05-2022,20:18,Andhra Pradesh,Kurnool,15.7968,79.6509,National Highway,Clear,Night,18,Male,Car,92,Yes,No,No,Over Speeding,High,9.0
ACC30100,07-03-2024,18:47,Karnataka,Bengaluru Urban,15.1394,75.4723,State Highway,Rainy,Dusk,24,Male,Bus,68,No,Yes,Yes,Poor Weather Visibility,High,6.0
ACC30101,28-04-2023,06:18,Tamil Nadu,Salem,11.5973,77.8573,State Highway,Clear,Day,41,Male,Bike,59,No,Yes,No,Drowsy Driving,Low,1.0
ACC30102,01-04-2024,10:12,Tamil Nadu,Tiruchirappalli,10.8131,78.4112,City Road,Clear,Day,19,Male,Car,60,No,No,No,Signal Jumping,Low,1.0
ACC30103,11-04-2024,02:13,Kerala,Kollam,10.0141,75.9873,State Highway,Rainy,Night,33,Female,Car,54,No,No,No,Poor Weather Visibility,Low,1.0
ACC30104,25-01-2024,08:23,Telangana,Warangal,17.8915,79.1099,City Road,Cloudy,Day,35,Male,Bike,55,No,No,No,Poor Weather Visibility,Low,3.0
ACC30105,01-10-2024,11:02,Puducherry,Karaikal,12.0632,80.1242,City Road,Cloudy,Day,56,Male,Bike,43,No,No,Yes,Pothole/Bad Road,Medium,4.0
ACC30106,02-12-2023,23:18,Tamil Nadu,Coimbatore,11.0671,78.9071,Expressway,Foggy,Night,34,Female,Bike,100,Yes,No,No,Poor Weather Visibility,High,9.0
ACC30107,21-03-2023,17:26,Karnataka,Bengaluru Urban,14.8483,75.2148,State Highway,Clear,Dusk,24,Male,Car,85,Yes,No,No,Drunk Driving,High,3.0
ACC30108,26-05-2023,20:31,Karnataka,Bengaluru Urban,15.1489,75.3715,Village Road,Clear,Night,29,Male,Car,45,No,No,Yes,Pothole/Bad Road,Medium,4.0
ACC30109,23-03-2022,15:55,Kerala,Kollam,10.9404,75.9357,City Road,Overcast,Day,27,Male,Truck,85,Yes,Yes,No,Drunk Driving,High,6.0
ACC30110,19-07-2024,00:10,Tamil Nadu,Chennai,11.3062,78.4192,City Road,Rainy,Night,36,Female,Bike,72,Yes,No,Yes,Poor Weather Visibility,High,4.0
ACC30111,21-10-2023,01:25,Puducherry,Puducherry,11.2962,80.7454,City Road,Clear,Night,39,Male,Bike,44,No,No,No,Signal Jumping,Low,0.0
ACC30112,08-10-2024,17:58,Tamil Nadu,Madurai,10.5584,78.3734,National Highway,Clear,Dusk,18,Male,Bus,51,No,No,No,Signal Jumping,Low,0.0
ACC30113,26-08-2024,12:19,Kerala,Ernakulam,10.0857,76.4689,Expressway,Cloudy,Day,35,Female,Car,92,Yes,No,No,Over Speeding,High,3.0
ACC30114,06-08-2023,09:09,Puducherry,Puducherry,11.9992,80.6372,National Highway,Clear,Day,36,Male,Bike,60,No,No,No,Signal Jumping,Low,1.0
ACC30115,10-12-2024,20:04,Kerala,Kollam,10.0281,76.3356,City Road,Cloudy,Night,34,Female,Car,53,No,Yes,No,Drowsy Driving,Medium,1.0
ACC30116,18-03-2022,17:26,Kerala,Kozhikode,9.9649,76.3523,Village Road,Clear,Dusk,18,Male,Bike,25,No,No,No,Signal Jumping,Low,
ACC30117,27-11-2024,07:45,Kerala,Kozhikode,10.3142,76.1121,Expressway,Rainy,Day,54,Male,Bike,80,No,No,No,Poor Weather Visibility,High,2.0
ACC30118,27-04-2022,01:01,Andhra Pradesh,Kurnool,15.6544,79.5551,National Highway,Clear,Night,18,Male,Bike,49,No,Yes,Yes,Drowsy Driving,High,
ACC30119,29-08-2023,18:38,Kerala,Thiruvananthapuram,9.7667,76.4876,State Highway,Cloudy,Dusk,30,Male,Bike,71,No,No,No,Poor Weather Visibility,Medium,0.0
ACC30120,26-03-2023,18:39,Andhra Pradesh,Guntur,16.5089,79.8469,State Highway,Cloudy,Dusk,35,Male,Bike,74,Yes,No,No,Drunk Driving,Medium,4.0
ACC30121,03-10-2023,10:27,Andhra Pradesh,Guntur,15.1859,79.6919,Village Road,Clear,Day,18,Female,Bus,35,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC30122,05-10-2023,09:20,Andhra Pradesh,Visakhapatnam,15.4679,79.783,State Highway,Cloudy,Day,38,Female,Bus,71,No,No,No,Poor Weather Visibility,Medium,3.0
ACC30123,17-06-2024,23:41,Kerala,Ernakulam,9.4506,76.2916,State Highway,Cloudy,Night,18,Male,Bus,103,Yes,Yes,No,Over Speeding,High,7.0
ACC30124,18-01-2023,12:37,Puducherry,Karaikal,12.2849,79.8805,Village Road,Clear,Day,18,Male,Car,48,No,No,No,Poor Weather Visibility,Low,0.0
ACC30125,11-06-2022,13:05,Tamil Nadu,Tiruchirappalli,10.9401,79.229,National Highway,Clear,Day,34,Female,Bike,76,No,No,No,Over Speeding,Medium,5.0
ACC30126,05-07-2022,08:50,Kerala,Thiruvananthapuram,10.1585,75.7404,National Highway,Clear,Day,25,Male,Bike,84,Yes,Yes,No,Drunk Driving,High,5.0
ACC30127,18-08-2022,13:13,Tamil Nadu,Coimbatore,11.5727,78.5412,State Highway,Clear,Day,18,Male,Bike,50,No,No,No,Signal Jumping,Low,1.0
ACC30128,19-02-2024,23:12,Andhra Pradesh,Visakhapatnam,15.9527,79.7679,State Highway,Overcast,Night,58,Male,Bike,59,No,No,No,Poor Weather Visibility,Medium,5.0
ACC30129,29-04-2022,15:56,Puducherry,Karaikal,11.7574,79.5747,Village Road,Clear,Day,62,Male,Car,35,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC30130,25-01-2022,21:09,Andhra Pradesh,Vijayawada,16.5504,79.6046,City Road,Clear,Night,51,Male,Bike,34,No,No,No,Signal Jumping,Low,0.0
ACC30131,06-02-2024,09:27,Karnataka,Belagavi,15.5424,75.695,National Highway,Rainy,Day,18,Male,Auto,75,No,No,No,Poor Weather Visibility,High,8.0
ACC30132,30-03-2022,13:16,Telangana,Warangal,17.0984,78.3589,Village Road,Rainy,Day,18,Male,Bike,39,No,No,No,Poor Weather Visibility,Medium,
ACC30133,03-08-2022,03:55,Tamil Nadu,Madurai,11.6138,78.4981,Village Road,Cloudy,Night,29,Female,Truck,65,Yes,Yes,Yes,Drunk Driving,High,5.0
ACC30134,13-02-2023,09:16,Andhra Pradesh,Vijayawada,15.7294,79.6483,State Highway,Cloudy,Day,21,Female,Bike,76,No,Yes,No,Drowsy Driving,High,8.0
ACC30135,12-01-2024,18:44,Kerala,Kozhikode,10.1555,76.5047,National Highway,Clear,Dusk,43,Male,Bike,60,No,No,No,Signal Jumping,Medium,1.0
ACC30136,17-07-2024,14:18,Tamil Nadu,Coimbatore,10.5637,78.7883,Village Road,Rainy,Day,53,Female,Car,43,No,No,Yes,Poor Weather Visibility,Low,0.0
ACC30137,31-08-2024,06:40,Tamil Nadu,Coimbatore,10.9884,78.6123,State Highway,Rainy,Day,19,Male,Bus,71,Yes,Yes,No,Poor Weather Visibility,High,6.0
ACC30138,10-07-2023,18:53,Tamil Nadu,Salem,10.7677,78.8023,National Highway,Clear,Dusk,48,Female,Car,63,No,No,No,Signal Jumping,Low,2.0
ACC30139,09-07-2024,14:19,Telangana,Karimnagar,18.1579,79.1033,City Road,Clear,Day,49,Male,Bike,62,Yes,No,No,Drunk Driving,Medium,2.0
ACC30140,08-07-2024,14:12,Tamil Nadu,Chennai,11.2575,78.2561,Expressway,Clear,Day,25,Male,Car,79,No,No,No,Over Speeding,Medium,6.0
ACC30141,02-04-2022,13:16,Karnataka,Belagavi,14.8577,76.005,Village Road,Clear,Day,25,Male,Truck,18,No,No,No,Signal Jumping,Low,0.0
ACC30142,18-12-2024,18:10,Kerala,Thrissur,10.6195,76.197,State Highway,Clear,Dusk,22,Male,Bike,91,Yes,No,No,Over Speeding,High,6.0
ACC30143,15-02-2023,11:14,Karnataka,Belagavi,15.2356,75.7162,Expressway,Overcast,Day,34,Male,Bus,81,No,Yes,No,Over Speeding,Medium,2.0
ACC30144,06-06-2022,08:32,Tamil Nadu,Chennai,10.8418,78.1784,State Highway,Clear,Day,18,Male,Bike,62,No,No,No,Over Speeding,Medium,3.0
ACC30145,16-06-2024,06:09,Tamil Nadu,Tiruchirappalli,11.0304,78.1933,Village Road,Clear,Day,46,Male,Auto,58,No,No,No,Signal Jumping,Low,0.0
ACC30146,10-10-2022,13:03,Andhra Pradesh,Nellore,15.6029,80.1873,National Highway,Clear,Day,33,Male,Car,66,Yes,No,No,Drunk Driving,Low,2.0
ACC30147,14-12-2024,06:25,Tamil Nadu,Coimbatore,11.1163,77.9899,National Highway,Cloudy,Day,31,Male,Bus,45,No,No,No,Poor Weather Visibility,Low,1.0
ACC30148,06-11-2023,10:41,Telangana,Karimnagar,18.3333,79.5381,Expressway,Clear,Day,28,Female,Bike,75,No,No,No,Over Speeding,High,1.0
ACC30149,02-06-2023,01:58,Telangana,Karimnagar,18.3148,79.3725,City Road,Clear,Night,29,Male,Bike,61,Yes,No,No,Drunk Driving,High,8.0
ACC30150,07-08-2023,18:36,Tamil Nadu,Chennai,9.9727,78.2995,National Highway,Clear,Dusk,18,Male,Car,67,No,No,No,Signal Jumping,Medium,1.0
ACC30151,04-02-2023,11:33,Tamil Nadu,Tiruchirappalli,11.1244,77.8223,National Highway,Clear,Day,18,Female,Bike,69,No,No,No,Over Speeding,Medium,4.0
ACC30152,09-01-2024,03:30,Kerala,Thiruvananthapuram,9.5813,76.8725,State Highway,Clear,Night,21,Male,Bike,66,No,No,No,Signal Jumping,Medium,3.0
ACC30153,04-04-2024,18:32,Tamil Nadu,Salem,10.9904,78.7799,Village Road,Clear,Dusk,41,Male,Bus,51,No,No,No,Signal Jumping,Low,1.0
ACC30154,01-10-2023,01:27,Kerala,Thrissur,10.2084,76.079,City Road,Clear,Night,36,Male,Car,60,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC30155,04-02-2023,20:32,Tamil Nadu,Coimbatore,10.7207,78.7046,State Highway,Clear,Night,62,Male,Car,69,No,No,No,Over Speeding,Medium,1.0
